0,1,2,3
1388,32,2477,94
2163,164,3798,165
213,37,1828,143
771,93,3098,127
4646,93,5042,143
4753,133,2016,184
4739,93,5042,166
3890,63,5945,132
6749,93,6986,39
1876,32,6433,81
3458,93,3639,19
1862,93,1346,161
211,32,5428,252
1363,32,6260,184
6260,106,1615,297
3462,180,1786,0
869,20,97,150
4865,200,2696,17
3345,158,5602,330
3914,180,4753,171
4865,136,2696,29
55,190,1378,44
2087,93,1655,328
3798,158,4646,39
3642,93,4515,268
1084,159,2391,237
4865,158,6377,346
3090,21,6825,332
3174,93,809,281
977,190,4753,61
399,216,4953,226
4542,20,6310,150
1915,93,6168,298
1321,18,3049,132
2002,20,4409,29
2110,190,4298,212
6705,83,4016,136
5325,32,2893,336
4753,37,1076,138
4409,216,4243,27
4683,9,3752,198
2915,37,6133,36
4434,93,3415,145
1287,216,1020,311
6479,32,6740,34
6705,32,6948,34
4159,93,750,130
4753,9,448,336
3141,106,1912,236
2963,137,4216,32
1221,38,6243,88
2350,115,4542,2
4475,117,2441,318
4742,106,1005,349
2566,32,3445,258
2033,32,3164,252
5981,3,3028,43
6969,115,5913,161
4558,37,4742,220
1541,160,1242,73
2357,158,4152,343
3179,180,5768,11
2463,3,4750,2
1376,93,6390,242
6077,93,2986,301
4865,158,6432,296
3506,200,4167,316
3424,93,5613,297
4558,132,4742,238
2391,137,2661,348
4721,32,153,196
2661,177,5602,299
6432,137,4753,167
1566,153,6986,51
1019,148,3976,263
7066,93,4646,9
3164,93,4865,136
2032,32,2357,91
3890,200,5945,347
5792,20,7041,248
418,9,1862,47
1590,105,2463,254
4885,133,4895,250
2485,20,1346,260
6444,174,1634,115
4946,20,4542,112
3124,37,1487,347
3458,32,340,169
4112,137,1115,32
2064,164,3042,261
3506,37,2463,166
4865,9,6100,203
4742,115,270,130
5866,32,4584,319
2877,93,4298,106
557,13,3635,201
5981,149,2601,218
2357,158,2639,154
5945,11,1464,361
3642,227,5996,75
3506,180,2463,152
2911,200,2496,113
663,32,5983,238
2311,158,4515,73
2566,3,3229,206
345,93,6578,270
6758,133,5047,265
345,93,6578,243
4683,20,6795,334
5428,32,6457,124
2661,110,5839,73
6847,38,6695,167
4646,9,4274,15
6952,93,4030,29
3795,37,346,109
6432,190,5602,82
6669,32,6356,345
4509,137,2963,280
6432,93,4753,354
3935,163,6986,36
1909,20,4914,179
1712,9,4542,133
6892,32,2964,20
3982,32,5613,232
2696,93,5298,19
3164,93,2317,166
4498,18,5957,271
3266,9,6981,1
6325,93,2441,263
2136,63,3516,285
2566,204,835,317
1750,182,917,98
6578,180,4798,189
2037,106,6823,155
6483,3,2463,309
3517,93,1157,115
4170,93,3890,239
2181,3,264,106
1020,32,2110,91
5957,18,4463,250
5613,92,1181,252
5428,32,4804,49
461,164,264,313
5602,103,2661,239
4989,93,4865,356
4646,30,2661,264
2016,37,4742,129
1045,5,4298,132
5839,199,5602,351
6186,13,4542,213
5042,158,835,325
1427,4,872,209
4871,228,1838,350
3655,137,5945,163
6432,64,4742,215
1712,71,4542,318
5428,93,3164,297
3795,83,4865,118
4753,26,4865,147
266,93,2696,10
1001,93,5480,138
2519,9,1236,347
5602,158,3754,89
6068,93,4753,72
268,190,5047,363
2911,37,1151,19
3798,93,6758,0
4581,164,1655,263
599,93,5661,363
345,93,6578,254
185,20,4746,205
2774,180,857,129
6789,20,5602,49
6840,64,5945,265
22,3,4577,39
774,9,6416,304
4584,20,5602,37
5510,3,4515,308
2661,158,5042,84
2016,9,6758,231
4841,105,6950,174
4753,164,6733,338
3994,164,4849,148
4008,9,264,172
6591,20,388,145
226,200,4030,231
4753,83,448,206
6703,93,6351,350
2684,21,1084,267
1793,93,4232,260
273,137,5042,236
4753,137,6769,270
3458,121,6981,130
4989,32,3994,359
2043,164,1617,347
2463,20,1590,66
4632,20,4409,239
2292,32,4646,103
3887,93,6837,296
1204,93,6168,124
6260,190,5396,109
4933,164,5661,137
6725,93,4921,156
2422,204,1723,141
5981,37,3028,216
1321,180,2444,31
6789,190,1346,242
6432,204,4953,327
3755,37,703,201
4824,83,5602,299
995,3,6492,103
3156,200,1382,77
659,93,6625,222
5230,93,1862,285
2696,71,4593,73
2520,20,4542,304
6416,32,1004,214
5613,32,4735,271
155,37,2067,191
6578,37,3578,7
5042,93,5602,85
6578,164,3578,276
4742,106,4152,339
428,32,4646,225
5831,170,995,181
2174,216,5042,347
3238,32,3642,266
6797,93,6845,5
3814,177,1814,146
1923,9,6205,7
910,93,4131,326
2311,106,4753,356
685,64,5831,261
4558,93,2016,262
2350,115,4542,137
6262,93,2016,291
1500,83,5661,157
5945,106,4409,26
3538,93,4465,161
1977,93,2467,319
6260,32,5042,47
1836,164,2275,302
448,83,6964,192
5699,32,74,274
617,106,2317,325
1825,164,4542,190
3164,204,4312,296
2350,96,4542,294
4328,32,6096,45
2222,227,5047,220
6578,3,4798,147
3506,37,4167,129
2927,200,4298,115
3506,37,2463,287
2963,83,2311,212
4559,38,4542,343
1382,21,5945,125
4507,83,5866,127
4558,37,4742,23
2463,63,215,72
599,93,4753,148
2923,63,6795,315
4953,9,751,285
1590,38,2463,2
3164,20,6260,129
447,93,1151,151
808,18,516,119
3914,37,3709,52
2661,204,5839,37
910,93,4131,196
5699,93,5602,96
3325,164,2311,130
4752,93,4865,27
1050,65,5839,122
4865,20,4753,308
3506,37,2463,338
4865,32,3965,200
5042,21,5602,336
5743,128,1041,196
6850,93,3230,20
4851,137,1524,259
6432,9,3098,26
5042,105,5047,147
1427,93,1009,104
5835,93,1072,219
6168,93,1334,314
1050,18,1487,146
6432,9,4646,228
1046,20,5945,364
3813,32,6228,242
6578,132,3578,315
1712,38,4542,250
4222,93,5602,352
6601,32,2276,362
4989,190,995,310
6260,9,3164,144
2673,93,4409,296
3856,190,4753,135
3162,93,182,164
2043,180,3642,5
3444,20,113,141
3739,21,2067,47
6168,26,1923,356
5839,160,2661,8
3164,9,4209,26
3445,38,4871,121
4742,115,4558,169
4467,93,3814,227
2317,137,6072,294
5699,21,5602,126
6181,36,2016,299
6578,200,6999,115
3948,93,2963,339
5945,154,4409,239
2666,93,4131,139
4235,190,4683,280
6964,133,5042,176
6578,93,3587,304
3814,93,552,348
774,20,6168,61
2263,190,5436,334
2774,18,4490,285
6769,32,4314,245
4251,164,4740,337
3500,93,4793,294
1912,83,4677,245
1334,225,3031,190
5510,158,4753,132
2408,37,346,75
1989,32,2317,86
648,93,6578,282
4670,93,3535,158
5327,37,3382,312
4516,93,5788,167
3642,93,4753,175
5042,158,2954,176
7084,164,2567,202
1050,37,1487,29
270,60,2016,83
1589,20,5945,10
4542,20,5945,314
3926,93,1590,359
2272,227,4095,173
6882,93,334,316
1055,32,1020,56
3164,32,6260,342
5747,93,5042,173
6260,204,3164,331
6840,93,5609,31
4927,166,3281,318
6124,133,2696,355
4753,101,2911,182
4586,32,696,231
3208,9,2661,251
6168,93,1334,121
6168,26,835,332
2575,9,6168,199
1904,137,1225,50
2875,9,1973,37
5047,105,5042,363
1050,37,1487,249
3164,93,6260,347
4989,20,3895,336
4298,204,5017,286
1952,93,1979,207
1865,64,2849,260
6256,200,1779,285
4753,133,403,178
3814,93,2963,364
4013,224,6584,30
5314,21,5945,20
2472,93,1346,18
423,37,6424,349
4753,215,2696,3
5839,93,2661,353
1786,32,5022,347
3992,115,3080,72
3752,137,4753,110
4927,166,3281,203
5788,93,5839,184
6842,93,4753,75
3164,32,6260,351
4951,200,6364,326
2875,32,4314,20
1552,32,6491,13
220,37,2463,246
1846,190,5436,23
153,21,617,166
3642,93,4753,268
5550,93,4753,153
617,115,2279,347
1924,18,5957,281
2764,93,4298,329
6789,190,6364,204
6260,190,4953,305
6733,93,213,16
5945,106,4409,339
1321,37,2770,232
1023,158,3994,205
2696,204,1204,143
6432,32,4989,50
659,45,3098,49
302,3,1206,243
6019,20,4542,306
6758,199,5047,119
1712,200,4542,237
3715,38,5602,192
4646,9,6432,71
4584,9,638,181
6432,13,4842,101
6260,20,2661,318
5181,71,5602,14
165,137,4409,28
4369,15,5170,140
4019,20,5246,312
6432,64,2696,121
6857,115,1655,296
2033,137,3434,311
6186,164,4542,165
5568,20,1445,251
5845,204,6503,274
3162,2,5699,298
4167,20,4529,266
4946,190,4633,134
356,190,5042,112
3458,32,5284,52
3642,93,6733,354
4314,137,4865,291
6514,93,6205,8
3642,93,6260,289
6571,32,5918,5
5945,15,4632,245
5613,32,3573,251
6168,32,4584,348
7007,93,598,213
5613,190,5042,147
3483,164,4542,58
2975,190,5047,93
3415,32,6432,319
4865,158,4646,188
3642,32,6260,167
2875,9,2575,106
6628,180,3786,76
2357,9,5042,238
6260,71,4753,183
3096,93,6343,102
6767,32,1884,263
2696,83,4753,289
2566,3,3229,11
5042,158,2131,345
3708,93,2016,113
4742,64,3462,340
3890,63,5945,49
1598,93,5441,218
5602,32,4865,71
1240,32,6479,166
6432,164,2661,6
4542,20,4992,267
5551,37,5945,211
1554,20,821,260
6982,137,2098,17
2661,204,5602,31
301,20,6977,7
2419,106,750,319
5382,37,4542,292
4070,122,5287,162
3118,37,5796,6
5434,132,640,38
6844,190,153,331
4170,2,3708,278
3910,204,6837,25
6578,37,3578,116
4753,133,1173,229
4753,20,2317,313
4530,15,5945,3
4403,93,2016,228
3346,164,3002,203
3914,200,1645,356
6056,37,4842,348
1527,18,6801,217
2311,158,3443,58
4016,93,4753,107
6593,160,5042,136
3002,13,4675,183
6260,137,5602,230
2963,105,2181,285
6432,93,995,72
5366,227,3148,349
2566,93,3229,269
5839,9,5602,8
1431,47,604,146
213,154,6951,330
3978,32,2575,224
3445,158,4584,206
74,93,5699,139
2181,93,4008,196
1204,190,5834,338
4709,93,6260,165
4542,3,5953,274
3506,37,4030,72
1959,20,4992,164
3164,2,6260,54
3890,200,5945,256
2542,180,73,349
2696,93,4753,102
6982,2,4170,19
3230,93,3098,221
5713,93,5839,306
5702,21,6004,320
2563,137,6141,221
2311,20,2317,14
5042,9,5602,34
6355,158,2647,239
6725,71,2467,313
1321,132,3049,35
5227,93,6529,221
3281,63,4490,44
4005,37,1621,130
1100,32,6121,19
6478,93,1173,254
4243,20,4391,228
5945,30,1884,206
5945,164,873,207
6432,32,4646,185
5269,194,2463,12
4989,101,2696,243
3890,200,5945,294
6168,9,2575,199
5506,115,5318,118
6525,20,3408,59
750,20,5945,302
3339,3,2853,31
4152,93,6181,343
5382,10,4542,259
4735,32,5613,36
835,32,2566,123
5839,64,5602,220
1020,93,4298,361
4865,164,3890,242
6260,164,4753,83
4529,190,3345,146
166,32,6989,112
4243,159,4521,278
2546,132,5945,149
5511,133,4509,304
4525,164,3002,56
5753,13,5613,325
6399,32,2317,38
3156,200,5945,200
4646,9,5839,125
5042,32,5602,254
4584,93,744,19
883,2,729,163
5036,204,4753,364
6609,32,1884,302
227,93,2661,20
4030,200,1723,32
399,189,4753,343
1959,20,4542,209
4865,190,4804,17
4646,190,5839,131
4914,20,5042,284
3578,132,4070,269
744,32,4584,152
2298,93,5602,4
6754,158,6168,134
5269,93,3506,12
6121,93,1100,152
6001,93,1632,156
4195,93,5831,261
4989,32,6432,276
3558,158,3070,210
6578,180,3578,92
645,63,4542,274
4934,63,6073,29
759,190,5602,196
2849,204,5480,244
4584,93,4753,310
5042,83,6432,29
5839,85,3098,75
2566,80,3229,269
6260,204,4314,341
5945,95,3890,100
5042,105,3675,279
4078,93,6426,325
74,2,5699,274
1046,20,5945,29
4515,133,5996,198
5042,71,3098,14
5913,13,1100,167
5042,106,3098,11
5382,37,4542,288
5788,164,1363,239
6491,26,3642,13
5672,93,1231,38
3328,32,2550,81
2226,93,4804,30
2350,115,5107,108
6757,115,5661,28
5603,106,617,104
6556,37,6439,226
2896,63,2981,81
5033,20,4742,215
3994,93,1206,1
6578,200,3578,267
4753,213,2696,107
6578,18,3578,261
835,95,5066,121
4646,93,5042,171
1708,32,6982,77
1020,3,6126,273
6246,93,4314,20
6432,105,4298,182
1960,71,4542,364
5945,13,165,161
4951,204,6364,223
5298,129,2696,107
1038,105,3623,134
2419,227,5243,262
1517,32,452,210
5664,158,1313,235
1070,93,4753,209
2043,164,3269,152
5957,93,751,41
3642,9,1617,101
196,2,4170,217
4742,38,3098,167
5107,18,6648,232
1924,18,5957,233
6578,37,3578,195
4005,149,3069,323
4735,9,6260,272
5156,32,4298,57
4646,190,4865,183
5839,158,2661,100
2588,32,5768,322
5042,71,5602,189
2696,93,552,235
4198,93,4753,330
3642,32,1617,202
165,20,4409,198
2220,137,5066,127
4992,164,4542,0
5382,37,4542,50
1321,37,1348,57
5602,9,2661,38
4529,93,1590,238
3506,37,2665,355
4342,137,4188,364
4742,177,3462,314
1146,137,5839,98
6205,158,2124,122
6703,180,2222,146
4683,202,5042,7
3745,93,3795,272
4029,93,3538,356
1830,15,3230,98
2601,9,2272,30
4739,93,4646,220
164,2,729,245
3828,93,808,59
3228,227,4753,60
6028,9,5866,81
404,93,3522,282
2696,93,5298,260
5839,227,2016,262
6591,157,1968,182
4409,133,5945,287
4989,93,4865,287
3002,18,5434,148
5042,158,774,47
3124,149,4777,263
6905,20,3117,29
5993,93,1970,244
4146,129,2642,328
1712,20,4542,4
5042,227,2317,163
4542,115,5480,222
302,20,1206,13
4407,141,751,180
5853,20,4542,341
3098,93,5042,93
5428,26,4584,342
5839,133,2661,104
7068,106,5913,123
2535,3,2463,100
6432,106,2661,276
5957,93,3476,296
6790,18,487,310
6260,137,2182,357
6915,32,1677,274
6260,114,5246,157
2915,180,1909,320
5945,140,4409,43
270,106,4742,187
814,32,5298,167
4865,9,4595,289
6364,200,3564,266
165,9,5945,70
3462,194,2016,141
1427,9,2963,349
3986,32,3364,296
5358,32,5866,206
1264,32,2110,116
6892,37,540,281
750,3,3500,294
6503,204,5845,274
6310,177,4542,311
3164,93,6260,188
6432,32,903,249
2486,93,6168,91
2661,164,5839,12
3164,2,4584,129
3642,93,4753,269
285,32,6005,163
282,93,1869,93
4004,32,2351,357
4989,93,4865,121
2546,93,4409,292
5602,9,5839,5
5042,158,4953,89
5839,190,3116,201
5796,42,1410,252
648,106,3578,276
3612,93,5883,363
4152,93,3462,92
5590,93,2220,361
2463,20,4532,129
1662,83,6989,100
4529,9,4532,188
6489,32,5613,85
227,190,5047,87
215,93,1884,46
2617,93,3878,183
4277,180,1862,211
1760,37,4498,66
5810,190,5839,206
604,9,4865,131
2927,200,5506,1
4753,204,5550,3
585,133,4753,295
1226,224,4513,22
5814,200,2685,86
5042,158,4646,204
2688,137,4753,254
3230,3,2555,48
847,137,4449,95
783,32,4391,338
3187,115,1366,301
5602,164,5042,98
1924,18,5957,216
2688,190,4753,95
6260,13,5713,301
6825,93,4753,42
2484,227,3098,251
552,227,402,309
750,93,4409,125
3379,93,2100,217
552,2,2875,110
4946,93,6701,81
2546,93,4409,326
2463,20,1590,126
6733,32,3788,77
1675,20,5511,358
5029,93,6120,257
5042,227,4753,4
6432,9,5839,301
1050,37,1487,141
910,93,4131,332
5107,115,6648,122
5839,45,2661,17
2661,158,5602,143
3890,200,5945,64
6432,83,4646,105
448,158,3164,161
4797,105,2263,293
6892,200,2067,356
2661,158,1115,287
6695,105,1923,323
1723,32,3795,305
2661,204,5839,115
3936,93,6675,305
1836,93,4753,191
4298,38,835,15
2357,133,4753,254
2355,83,4646,95
2469,137,3811,215
5922,93,3467,0
3039,32,4138,305
4298,9,6168,300
5839,120,1050,16
4759,93,1615,252
2346,38,2963,296
2317,204,4753,262
1385,93,3445,26
660,177,3506,321
4889,32,6578,359
4646,147,2661,319
5839,9,4885,338
6733,93,4753,118
1262,9,340,61
81,32,2173,245
6211,32,4195,85
1832,93,1862,180
1617,9,4753,102
6432,190,5602,38
2588,224,3639,31
751,149,289,348
5145,20,3049,227
1617,105,4946,304
4542,106,5953,78
2932,200,2911,66
2724,22,4205,97
2661,184,2317,144
2043,93,4753,172
751,93,1904,209
2542,83,3977,24
1084,164,1797,249
3479,13,4179,43
6805,115,3977,319
6733,177,6731,74
1090,32,3164,136
2181,38,5839,163
3281,63,1655,223
740,137,6168,121
4992,71,4542,167
750,93,4409,229
196,93,4865,198
2409,93,3716,184
2566,190,4298,287
5866,106,1573,167
2685,71,746,161
5699,204,6909,123
4243,164,5945,92
3445,158,6260,320
74,93,5699,306
153,190,2311,354
5602,106,2661,217
4298,200,5506,110
5945,106,3003,236
4417,93,4558,207
3783,189,1658,39
4742,115,6795,28
1617,9,3642,116
744,32,3229,269
6260,9,1617,197
995,158,5702,1
6068,180,3852,59
6260,204,3164,71
165,137,4409,10
160,93,5831,351
4145,135,1427,185
6260,137,2963,157
6124,133,4515,24
6308,153,5957,46
6556,93,3992,309
2956,3,6862,177
519,13,5033,177
1723,32,1091,24
5834,190,5042,169
2696,133,4753,25
5945,20,4830,324
4360,224,1115,319
508,20,5945,248
6223,189,3041,17
5699,32,74,359
2419,120,5945,100
6882,37,6591,169
4311,10,113,98
977,3,3723,123
6432,227,4753,99
6725,204,4753,93
195,63,3890,101
2774,18,6271,259
4298,158,6260,100
3401,20,334,189
6673,20,4542,97
2220,115,6032,93
1388,93,6124,72
3814,18,487,272
1402,9,4753,235
4753,105,2661,264
6695,93,5602,307
4298,133,6964,260
665,93,552,211
552,30,5298,150
2317,93,4314,114
3814,32,6377,130
4753,158,6129,304
6097,9,6754,153
448,37,4922,292
2875,9,6205,113
5428,93,2661,23
4544,129,2311,343
3164,190,2963,230
2311,9,2963,25
1617,9,3642,310
2419,20,5945,363
3331,37,494,47
3795,32,5511,178
6578,180,4798,355
3980,9,1877,230
3116,158,6432,197
5042,158,211,287
2474,37,1613,56
4977,93,1410,260
5428,93,3164,231
5428,213,2696,351
2661,158,5042,18
4277,137,1701,34
2939,93,5042,147
3890,200,5945,201
2181,158,1553,33
6260,26,1090,348
2463,20,2069,288
4753,26,3642,355
4865,200,2696,134
5042,75,2696,177
3506,77,2463,238
2911,200,6608,321
751,32,6432,99
1287,93,884,321
2567,93,7084,308
3575,227,2263,170
4914,183,1058,31
5042,38,4865,272
2853,32,4955,300
3795,133,1615,61
3752,20,2157,38
4753,158,552,275
4858,93,2222,356
3164,2,6260,36
3155,93,884,28
5116,32,4277,297
5885,3,1196,175
5542,200,1084,246
6432,93,5723,67
5389,71,3564,144
1321,37,1348,147
5428,93,3164,156
4492,32,2880,93
5774,20,604,235
5981,71,2601,185
2033,20,6478,345
5506,115,4298,132
4633,227,6432,77
5602,38,4865,75
5047,133,5602,207
2963,158,1723,357
193,190,5042,85
774,32,5905,77
3002,20,3578,23
5042,83,4298,143
399,227,2463,273
6497,93,6168,190
1950,106,4542,234
835,32,2566,327
4953,32,5866,5
3841,32,4152,201
6256,200,3187,358
5613,9,4735,167
2716,170,903,325
5042,32,1829,143
3795,32,5042,152
3378,61,2055,294
472,133,4581,93
4989,225,4865,156
2317,144,5943,70
6578,37,3578,308
6432,9,5866,178
6767,93,5527,291
1655,200,6857,326
4827,93,2696,18
3642,204,6260,121
4215,3,6209,141
865,83,5342,196
6241,148,98,51
4753,37,5169,83
3648,93,3009,321
2696,180,552,350
2463,20,1811,79
6432,101,6168,288
4131,63,6093,7
6432,9,835,363
3814,190,2181,58
4369,93,2963,224
4542,220,4992,5
4515,137,3281,341
3478,32,4753,139
1617,20,4742,244
4584,32,3642,184
7046,37,6795,274
4542,117,1913,273
910,93,4131,338
2430,93,4890,324
4360,32,2110,63
6525,20,5145,59
665,42,2696,261
4197,93,1710,19
2135,32,6260,207
4989,2,4953,202
3281,115,4484,47
6432,13,4179,207
3506,20,2463,349
3229,20,744,189
2512,93,7056,285
2774,37,718,348
4753,204,3814,24
268,93,334,126
5981,93,2601,294
4423,93,3098,36
2911,37,2039,115
218,93,2696,205
2463,21,1590,360
1884,32,5610,336
6102,32,6432,301
3642,32,1617,140
4409,176,1884,123
3797,63,113,42
3415,190,3098,335
4227,20,4753,164
5007,106,995,363
4646,106,5042,352
5602,137,4133,69
3798,93,6758,135
2317,164,3890,253
2317,92,755,252
5883,37,7003,83
4946,106,4542,285
4735,177,3573,304
2181,37,4542,297
5382,37,923,72
750,93,5983,164
6260,9,6228,332
165,93,3890,175
3340,93,1655,5
5072,20,4542,323
5047,227,5602,338
4793,132,5945,81
1020,30,6837,321
6479,32,3637,209
6239,32,5899,83
2567,32,6089,333
5428,93,6979,161
2449,96,947,284
336,190,4525,119
4584,32,3164,325
3642,93,4753,317
3642,214,4753,178
4584,9,1146,286
62,117,6426,132
1909,105,5303,183
638,105,4753,98
6909,32,5042,0
2661,20,5839,79
5945,20,165,246
160,180,6822,220
6249,196,4484,50
4584,2,3164,359
57,32,5450,280
6789,204,2369,308
5042,93,586,143
835,38,2566,262
5699,190,4515,122
6996,93,4768,82
3546,2,6426,231
7011,93,3795,302
2875,59,6769,134
589,93,2658,248
1531,93,995,26
4871,158,3979,292
2774,37,6271,296
2391,177,1084,347
715,3,3281,215
3150,164,6423,306
750,93,4746,182
4953,38,4989,177
5428,137,2911,193
6211,93,4770,313
5230,93,5042,19
4804,137,213,154
6187,164,5212,241
3895,120,113,231
4542,3,4946,14
5042,71,5047,94
5945,105,165,363
4753,32,5523,214
5341,93,4134,170
1660,64,5945,49
289,64,1590,81
2181,158,1279,258
5674,93,5042,68
1322,137,2263,268
3535,115,4933,3
5602,126,5839,186
5699,93,2696,24
2408,37,3546,115
6260,9,2181,60
4542,13,6648,299
3890,200,5945,209
5047,199,2016,119
6725,32,5897,81
899,227,489,29
696,32,6260,98
2875,32,4274,255
4865,37,5338,186
6628,160,3786,58
545,20,6432,360
2542,32,6241,53
1090,32,4735,64
995,158,6432,63
530,93,4865,310
4309,20,4340,216
3382,137,4251,209
1020,42,6837,119
153,204,5246,20
1646,190,5723,234
3752,32,4771,187
3458,32,6260,144
6310,3,6190,227
2566,38,6260,222
165,3,5945,52
6578,9,3578,71
4409,180,5945,98
2923,200,4131,34
4030,200,6167,114
6832,137,6583,268
4742,137,4558,308
3230,93,3098,61
2016,32,4152,352
3164,2,6260,188
1718,37,4542,364
3840,9,4753,27
508,20,492,205
6432,101,2696,44
4566,93,3098,119
5048,93,5981,121
5602,158,4004,22
2812,93,2779,36
2355,9,5619,118
1466,20,3187,160
3814,21,5602,144
2043,106,4753,31
3162,93,1334,269
3361,115,5883,345
5428,93,3164,48
1050,37,1487,152
2945,93,5042,201
1884,2,750,340
6578,63,3578,38
6260,64,2016,231
3156,200,5945,282
81,93,6389,35
4753,164,5593,193
2632,115,113,122
767,200,2311,2
5866,32,6432,113
5602,9,5713,192
5751,93,5246,211
5450,32,6415,60
2317,32,6684,196
1487,106,4648,135
1830,20,2970,122
5945,115,1353,252
6388,32,3179,26
2357,158,5042,188
5602,32,5839,188
3662,93,6529,60
3709,160,4542,219
6432,13,3578,70
5382,93,1941,313
4542,3,2350,72
4274,32,2996,64
1876,9,3642,214
3179,93,1334,282
5945,20,4409,185
5107,115,2853,260
5549,93,5298,112
5042,158,586,34
1904,93,2595,177
1076,106,6795,361
6754,158,6168,341
1723,32,4252,83
6628,37,3786,341
3156,117,4632,292
6578,200,6999,281
2658,227,4992,361
6741,204,3642,112
4989,93,4178,164
4526,9,2222,113
2774,117,4490,327
5945,13,165,36
5275,93,2311,296
3164,93,3604,212
5602,9,2661,236
2696,158,6228,251
3230,93,1830,34
2016,20,4742,302
4798,115,6578,263
180,32,4558,25
1045,115,2927,180
6840,106,5945,167
4642,180,6165,351
2684,42,2391,333
3795,32,5042,166
219,93,4865,228
3578,3,6578,304
3994,190,4865,266
4865,137,6325,23
5,3,3623,67
5042,158,4430,42
5386,32,2016,118
5766,18,4542,138
5230,190,5839,218
4584,32,3164,16
5839,9,5042,327
6469,93,6577,154
3445,137,5664,100
1933,9,5602,64
4790,37,5913,274
6432,83,4646,273
2854,115,5661,6
2391,132,2684,76
2350,117,4542,66
1084,42,6509,37
995,199,5602,129
750,164,5945,349
737,63,6795,47
6578,37,3578,36
5246,3,2642,322
4722,13,3382,355
1862,93,4753,279
3506,37,2463,248
5328,200,1091,161
2391,32,244,323
4989,137,5865,312
2033,93,523,83
5480,93,6909,194
2104,37,4467,15
1341,93,7084,202
155,93,3190,30
520,2,5866,239
1617,189,4475,236
3642,204,1617,194
3164,26,6260,154
1461,93,2696,345
1019,20,2463,271
3290,93,5403,51
3116,158,6695,123
3141,180,3346,279
3587,96,3578,354
4895,83,2412,47
4709,93,1655,271
6260,20,3164,48
5997,105,4946,76
1376,137,6530,60
1621,20,582,331
5922,93,3462,294
3458,20,535,8
750,93,3878,203
6260,158,988,20
5699,190,6364,146
5450,32,4646,21
6432,9,4914,230
5945,140,2546,182
6426,180,3795,61
6905,93,4032,171
3164,204,6260,268
3506,32,1884,12
3865,3,5981,218
1548,32,1392,260
5602,32,995,50
2739,93,2696,202
4409,33,5527,264
5047,158,3050,247
3716,160,3002,37
4391,190,5839,107
3886,20,4672,340
5953,137,6955,148
1964,32,6186,202
645,63,4992,267
3795,37,6426,287
6260,93,5602,267
6758,164,2016,210
3096,20,195,18
6260,137,1904,99
4753,132,2889,328
4646,93,5042,335
5042,205,2441,4
774,190,448,209
3762,106,1084,313
4060,200,4542,55
4030,200,2463,273
2696,93,552,161
5674,20,5602,328
3558,3,6579,297
5042,158,4953,134
6432,137,4298,246
399,93,4753,61
3642,32,943,259
5042,158,1062,128
1655,37,3281,259
3876,3,1046,215
2402,115,3914,299
6120,3,3049,161
4314,9,2511,111
4288,180,1712,309
2661,190,5042,48
3878,32,4746,210
4798,22,5743,67
4577,200,617,353
5314,32,165,287
6124,228,6890,32
2117,200,4992,209
3124,180,1487,64
4753,93,4828,15
4871,133,2181,271
273,32,6432,348
2774,93,857,251
2546,137,1884,326
648,93,2276,121
3164,164,6168,254
3098,37,441,23
2661,133,5602,36
5613,26,6529,34
165,20,5945,271
3176,93,5019,12
3921,153,2163,122
2317,164,2661,211
6686,93,4484,296
6260,32,4173,73
2302,32,4646,135
5664,32,4989,29
5602,213,5042,143
5945,3,508,176
6798,32,5702,302
165,180,5945,288
2124,190,1229,166
5042,20,783,50
5358,71,5866,332
3890,200,5945,119
6733,93,4753,172
356,93,2048,252
6801,204,4753,316
2317,21,1379,96
5792,164,6432,163
3642,9,2696,33
5136,93,4409,129
4298,93,5066,347
1054,164,2263,267
1526,32,5042,316
1617,13,3642,112
1019,132,2463,29
5042,83,4753,262
4435,9,3164,344
5042,227,4646,39
751,93,1904,272
2875,190,213,209
4753,158,1876,125
3162,38,5699,125
4643,42,4298,201
5699,26,4865,1
4004,32,6623,61
5747,190,5047,233
5792,93,6538,161
1617,32,6260,167
5527,159,2463,332
1526,3,4753,308
5949,32,3642,355
6426,180,3795,250
4946,20,4542,142
5300,227,5897,336
905,137,774,305
5604,93,6211,11
4753,105,5042,302
4016,32,4443,135
4243,79,5510,232
4314,137,4753,363
4646,204,4222,152
5723,3,5246,345
395,93,726,73
2900,137,3220,184
2696,133,5996,173
5831,20,3594,125
6476,97,137,70
1050,93,4648,14
5029,106,3049,222
4584,38,3164,48
6054,20,4409,272
5839,32,5602,93
6416,32,2955,281
5613,189,5796,85
3876,3,5945,304
4752,93,5661,102
925,224,2696,33
2875,9,6529,141
6452,227,4753,69
2684,20,1084,289
6432,204,4953,70
4243,20,213,13
6260,190,4865,316
3164,38,6260,144
6432,190,2357,239
3164,9,4584,187
2016,38,7113,287
5475,93,1206,129
2661,37,869,276
5945,20,417,271
2795,137,6725,337
1050,37,4648,239
3994,32,4646,64
696,133,5866,5
2311,158,751,337
2778,93,4731,160
2849,75,4542,146
5602,158,4722,156
4542,20,1648,339
2019,93,2419,191
2661,20,5602,79
3476,121,529,278
2544,21,5723,88
5602,213,5042,138
5590,93,2764,199
5047,228,3578,166
3462,225,1005,141
3573,32,5613,251
270,153,2016,200
